101	0	104.01113891601562
101	1	99.2217788696289
101	2	98.03085327148438
101	7	97.79895782470703
101	3	95.68423461914062
101	6	94.11561584472656
101	4	92.89722442626953
101	5	92.77040100097656
101	9	92.13044738769531
101	8	91.68411254882812
102	2	100.49923706054688
102	1	100.01988983154297
102	7	98.46533203125
102	3	96.52214050292969
102	0	96.49419403076172
102	9	95.14607238769531
102	6	94.18770599365234
102	5	93.75550079345703
102	8	93.37430572509766
102	4	92.3310775756836
103	2	98.59352111816406
103	1	98.16362762451172
103	7	97.93828582763672
103	3	97.1240234375
103	0	96.48758697509766
103	4	95.16275024414062
103	8	92.92475891113281
103	6	92.62759399414062
103	5	92.60034942626953
103	9	91.04761505126953
104	7	98.49754333496094
104	3	97.61408996582031
104	5	95.88203430175781
104	8	94.5125732421875
104	1	94.16645050048828
104	2	93.5179443359375
104	4	92.86027526855469
104	0	90.51038360595703
104	32	89.01428985595703
104	6	88.310546875
105	4	96.88595581054688
105	3	94.76019287109375
105	7	93.97593688964844
105	2	93.9739990234375
105	1	92.73712158203125
105	8	91.52195739746094
105	6	91.31514739990234
105	5	90.9533462524414
105	0	89.06755828857422
105	9	87.44044494628906
