103970	3252002	97.76980590820312
103970	1776040	97.56795501708984
103970	6322340	97.43594360351562
103970	6055222	97.0374755859375
103970	2331562	96.91244506835938
103970	5612620	96.24308776855469
103970	2233441	96.10745239257812
103970	5867980	96.09233093261719
103970	6473242	95.99462890625
103970	6362780	95.93736267089844
103970	5104562	95.92617797851562
103970	407421	95.674560546875
103970	5716741	95.65644836425781
103970	7611340	95.63082885742188
103970	6608662	95.48332214355469
103970	3806102	95.31407165527344
103970	7051461	95.28187561035156
103970	1037282	95.25740814208984
103970	7931162	95.22799682617188
103970	943241	95.16938781738281
103970	2876422	95.13883972167969
103970	5861420	95.1097412109375
103970	788162	95.10554504394531
103970	339481	95.04883575439453
103970	696521	95.01176452636719
103970	5197020	94.97748565673828
103970	6343262	94.93293762207031
103970	77601	94.92724609375
103970	5683362	94.88623809814453
103970	5046441	94.85246276855469
103970	1633702	94.80845642089844
103970	1158242	94.80557250976562
103970	7579341	94.74247741699219
103970	5663981	94.71333312988281
103970	7329800	94.70657348632812
103970	4182442	94.65077209472656
103970	4173741	94.64418029785156
103970	1157042	94.60326385498047
103970	7670941	94.57185363769531
103970	5659381	94.559326171875
103970	6740360	94.51676940917969
103970	2372100	94.4765853881836
103970	952162	94.4206314086914
103970	1697401	94.41404724121094
103970	6912081	94.38725280761719
103970	5996120	94.38360595703125
103970	5909800	94.3587646484375
103970	1661822	94.31666564941406
103970	5889980	94.30628967285156
103970	6608661	94.26875305175781
103970	5600802	94.24638366699219
103970	4438501	94.22413635253906
103970	8739720	94.2232666015625
103970	3393302	94.21576690673828
103970	5188942	94.21404266357422
103970	1157040	94.19234466552734
103970	6475800	94.18055725097656
103970	8637122	94.1723861694336
103970	2256381	94.16643524169922
103970	6592341	94.16570281982422
103970	1697402	94.15452575683594
103970	3251241	94.15182495117188
103970	2178042	94.147705078125
103970	5068601	94.14459991455078
103970	7641742	94.11007690429688
103970	2179181	94.10575866699219
103970	5197021	94.09040832519531
103970	3286361	94.06086730957031
103970	3315440	94.05198669433594
103970	5594381	94.050537109375
103970	5003301	94.04559326171875
103970	5459180	94.0359878540039
103970	878442	94.03254699707031
103970	5350120	94.02791595458984
103970	3094441	94.0118179321289
103970	1547562	94.00349426269531
103970	7901700	94.00175476074219
